replication,hold_years,min_hold_year,max_hold_year,contains_crisis_year,asep_naive,asep_ar1,asep_rf
160,"[np.int64(1972), np.int64(1973), np.int64(1974), np.int64(1975), np.int64(1976), np.int64(1977)]",1972,1977,False,64.57752330062682,43.5486606882736,43.99979501931687
161,"[np.int64(2020), np.int64(2021), np.int64(2022), np.int64(2023), np.int64(2024), np.int64(2025)]",2020,2025,True,86.0430613106729,53.44937685836431,56.186263103176294
162,"[np.int64(2005), np.int64(2006), np.int64(2007), np.int64(2008), np.int64(2009), np.int64(2010)]",2005,2010,True,29.566912568840937,20.474414702944383,20.889854928891623
163,"[np.int64(2020), np.int64(2021), np.int64(2022), np.int64(2023), np.int64(2024), np.int64(2025)]",2020,2025,True,86.0430613106729,53.44937685836431,56.186263103176294
164,"[np.int64(1993), np.int64(1994), np.int64(1995), np.int64(1996), np.int64(1997), np.int64(1998)]",1993,1998,False,73.13017778134015,54.8606785145712,68.38070533929256
165,"[np.int64(2020), np.int64(2021), np.int64(2022), np.int64(2023), np.int64(2024), np.int64(2025)]",2020,2025,True,86.0430613106729,53.44937685836431,56.186263103176294
166,"[np.int64(2013), np.int64(2014), np.int64(2015), np.int64(2016), np.int64(2017), np.int64(2018)]",2013,2018,False,29.60959692742623,19.03790571547885,20.585318546607926
167,"[np.int64(2020), np.int64(2021), np.int64(2022), np.int64(2023), np.int64(2024), np.int64(2025)]",2020,2025,True,86.0430613106729,53.44937685836431,56.186263103176294
168,"[np.int64(1977), np.int64(1978), np.int64(1979), np.int64(1980), np.int64(1981), np.int64(1982)]",1977,1982,False,49.6202153770736,32.44950231446716,36.46019248747491
169,"[np.int64(2020), np.int64(2021), np.int64(2022), np.int64(2023), np.int64(2024), np.int64(2025)]",2020,2025,True,86.0430613106729,53.44937685836431,56.186263103176294
170,"[np.int64(1962), np.int64(1963), np.int64(1964), np.int64(1965), np.int64(1966), np.int64(1967)]",1962,1967,False,47.0545519878681,38.184837969044764,37.16416185344244
171,"[np.int64(2020), np.int64(2021), np.int64(2022), np.int64(2023), np.int64(2024), np.int64(2025)]",2020,2025,True,86.0430613106729,53.44937685836431,56.186263103176294
172,"[np.int64(1962), np.int64(1963), np.int64(1964), np.int64(1965), np.int64(1966), np.int64(1967)]",1962,1967,False,47.0545519878681,38.184837969044764,37.16416185344244
173,"[np.int64(2020), np.int64(2021), np.int64(2022), np.int64(2023), np.int64(2024), np.int64(2025)]",2020,2025,True,86.0430613106729,53.44937685836431,56.186263103176294
174,"[np.int64(2018), np.int64(2019), np.int64(2020), np.int64(2021), np.int64(2022), np.int64(2023)]",2018,2023,True,85.12255564038568,52.915422863312145,55.97297388191425
175,"[np.int64(2020), np.int64(2021), np.int64(2022), np.int64(2023), np.int64(2024), np.int64(2025)]",2020,2025,True,86.0430613106729,53.44937685836431,56.186263103176294
176,"[np.int64(1995), np.int64(1996), np.int64(1997), np.int64(1998), np.int64(1999), np.int64(2000)]",1995,2000,False,67.88926164739286,46.54875591973825,46.557667809124766
177,"[np.int64(2020), np.int64(2021), np.int64(2022), np.int64(2023), np.int64(2024), np.int64(2025)]",2020,2025,True,86.0430613106729,53.44937685836431,56.186263103176294
178,"[np.int64(2007), np.int64(2008), np.int64(2009), np.int64(2010), np.int64(2011), np.int64(2012)]",2007,2012,True,42.757604646320395,28.9948570439541,28.666778831765583
179,"[np.int64(2020), np.int64(2021), np.int64(2022), np.int64(2023), np.int64(2024), np.int64(2025)]",2020,2025,True,86.0430613106729,53.44937685836431,56.186263103176294
180,"[np.int64(1985), np.int64(1986), np.int64(1987), np.int64(1988), np.int64(1989), np.int64(1990)]",1985,1990,False,46.44548350285677,31.072544150653915,33.81354860020222
181,"[np.int64(2020), np.int64(2021), np.int64(2022), np.int64(2023), np.int64(2024), np.int64(2025)]",2020,2025,True,86.0430613106729,53.44937685836431,56.186263103176294
182,"[np.int64(2010), np.int64(2011), np.int64(2012), np.int64(2013), np.int64(2014), np.int64(2015)]",2010,2015,False,43.69377370526296,27.55947116409323,31.797614106739935
183,"[np.int64(2020), np.int64(2021), np.int64(2022), np.int64(2023), np.int64(2024), np.int64(2025)]",2020,2025,True,86.0430613106729,53.44937685836431,56.186263103176294
184,"[np.int64(2013), np.int64(2014), np.int64(2015), np.int64(2016), np.int64(2017), np.int64(2018)]",2013,2018,False,29.60959692742623,19.03790571547885,20.585318546607926
185,"[np.int64(2020), np.int64(2021), np.int64(2022), np.int64(2023), np.int64(2024), np.int64(2025)]",2020,2025,True,86.0430613106729,53.44937685836431,56.186263103176294
186,"[np.int64(2000), np.int64(2001), np.int64(2002), np.int64(2003), np.int64(2004), np.int64(2005)]",2000,2005,False,40.61524196541723,25.902590983704975,26.755404153564815
187,"[np.int64(2020), np.int64(2021), np.int64(2022), np.int64(2023), np.int64(2024), np.int64(2025)]",2020,2025,True,86.0430613106729,53.44937685836431,56.186263103176294
188,"[np.int64(1996), np.int64(1997), np.int64(1998), np.int64(1999), np.int64(2000), np.int64(2001)]",1996,2001,False,62.103863411255524,45.85915982470146,47.73931073992295
189,"[np.int64(2020), np.int64(2021), np.int64(2022), np.int64(2023), np.int64(2024), np.int64(2025)]",2020,2025,True,86.0430613106729,53.44937685836431,56.186263103176294
190,"[np.int64(1999), np.int64(2000), np.int64(2001), np.int64(2002), np.int64(2003), np.int64(2004)]",1999,2004,False,41.291651406779316,26.195306670583864,27.467871942482436
191,"[np.int64(2020), np.int64(2021), np.int64(2022), np.int64(2023), np.int64(2024), np.int64(2025)]",2020,2025,True,86.0430613106729,53.44937685836431,56.186263103176294
192,"[np.int64(1988), np.int64(1989), np.int64(1990), np.int64(1991), np.int64(1992), np.int64(1993)]",1988,1993,False,86.61703384695906,55.321117122277265,59.150539129859034
193,"[np.int64(2020), np.int64(2021), np.int64(2022), np.int64(2023), np.int64(2024), np.int64(2025)]",2020,2025,True,86.0430613106729,53.44937685836431,56.186263103176294
194,"[np.int64(1993), np.int64(1994), np.int64(1995), np.int64(1996), np.int64(1997), np.int64(1998)]",1993,1998,False,73.13017778134015,54.8606785145712,68.38070533929256
195,"[np.int64(2020), np.int64(2021), np.int64(2022), np.int64(2023), np.int64(2024), np.int64(2025)]",2020,2025,True,86.0430613106729,53.44937685836431,56.186263103176294
196,"[np.int64(1999), np.int64(2000), np.int64(2001), np.int64(2002), np.int64(2003), np.int64(2004)]",1999,2004,False,41.291651406779316,26.195306670583864,27.467871942482436
197,"[np.int64(2020), np.int64(2021), np.int64(2022), np.int64(2023), np.int64(2024), np.int64(2025)]",2020,2025,True,86.0430613106729,53.44937685836431,56.1862631031763
198,"[np.int64(2013), np.int64(2014), np.int64(2015), np.int64(2016), np.int64(2017), np.int64(2018)]",2013,2018,False,29.60959692742623,19.03790571547885,20.585318546607926
199,"[np.int64(2020), np.int64(2021), np.int64(2022), np.int64(2023), np.int64(2024), np.int64(2025)]",2020,2025,True,86.0430613106729,53.44937685836431,56.186263103176294
