unit,time,alpha_i,y,y_lag1,forecast_ar1,forecast_naive,error_ar1,error_naive,sqerr_ar1,sqerr_naive,loss_diff_ar1_minus_naive
1,2,0.4967141530112327,0.6041107460385327,0.8207981224060277,0.9891930264548492,0.8207981224060277,-0.38508228041631654,-0.21668737636749502,0.14828836269063064,0.04695341907702844,0.10133494361360221
1,3,0.4967141530112327,0.18225860032839358,0.6041107460385327,0.8591806006343523,0.6041107460385327,-0.6769220003059587,-0.42185214571013907,0.45822339449822036,0.1779592328402484,0.28026416165797197
1,4,0.4967141530112327,1.2177456020491366,0.18225860032839358,0.6060693132082688,0.18225860032839358,0.6116762888408678,1.035487001720743,0.3741478823301367,1.072233330732614,-0.6980854484024772
1,5,0.4967141530112327,2.2583610367366656,1.2177456020491366,1.2273615142407146,1.2177456020491366,1.030999522495951,1.040615434687529,1.0629600153868788,1.0828804829099148,-0.019920467523036
1,6,0.4967141530112327,2.7830108941694305,2.2583610367366656,1.851730775053232,2.2583610367366656,0.9312801191161986,0.5246498574327649,0.867282660261081,0.2752574729042206,0.5920251873568605
1,7,0.4967141530112327,1.3273031662902524,2.7830108941694305,2.166520689512891,2.7830108941694305,-0.8392175232226387,-1.4557077278791781,0.7042860512839401,2.1190849890071592,-1.4147989377232193
1,8,0.4967141530112327,0.9838836769341694,1.3273031662902524,1.293096052785384,1.3273031662902524,-0.30921237585121464,-0.3434194893560829,0.09561229337955282,0.11793694566959274,-0.022324652290039923
1,9,0.4967141530112327,1.418307790575298,0.9838836769341694,1.0870443591717343,0.9838836769341694,0.33126343140356385,0.43442411364112865,0.10973546098526366,0.18872431051288027,-0.07898884952761662
1,10,0.4967141530112327,2.323243954478771,1.418307790575298,1.3476988273564117,1.418307790575298,0.9755451271223592,0.9049361639034728,0.95168829505218,0.8189094607403329,0.13277883431184712
1,11,0.4967141530112327,1.4114862878532053,2.323243954478771,1.8906605256984952,2.323243954478771,-0.4791742378452899,-0.9117576666255656,0.22960795021461444,0.831302042650496,-0.6016940924358816
1,12,0.4967141530112327,1.1579469490593388,1.4114862878532053,1.3436059257231558,1.4114862878532053,-0.18565897666381703,-0.2535393387938665,0.03446925561585576,0.064282196316031,-0.029812940700175247
1,13,0.4967141530112327,0.08514734844080785,1.1579469490593388,1.191482322446836,1.1579469490593388,-1.1063349740060282,-1.072799600618531,1.2239770747089191,1.1508989830872796,0.07307809162163958
1,14,0.4967141530112327,-0.6484040620049534,0.08514734844080785,0.5478025620757174,0.08514734844080785,-1.1962066240806708,-0.7335514104457612,1.4309102874944752,0.5380976717669657,0.8928126157275096
1,15,0.4967141530112327,0.9201975382024588,-0.6484040620049534,0.10767171580826068,-0.6484040620049534,0.812525822394198,1.5686016002074121,0.6601982120573678,2.460510980173254,-1.800312768115886
1,16,0.4967141530112327,2.4050727045035307,0.9201975382024588,1.048832675932708,0.9201975382024588,1.3562400285708227,1.484875166301072,1.839387015097786,2.204854259497636,-0.3654672443998499
1,17,0.4967141530112327,1.8677476541330171,2.4050727045035307,1.939757775713351,2.4050727045035307,-0.07201012158033393,-0.5373250503705136,0.005185457610014475,0.28871820975567497,-0.2835327521456605
1,18,0.4967141530112327,2.620895643383067,1.8677476541330171,1.6173627454910429,1.8677476541330171,1.003532897892024,0.7531479892500497,1.0070782771515634,0.5672318937113929,0.43984638344017046
1,19,0.4967141530112327,2.4308875640887067,2.620895643383067,2.0692515390410726,2.620895643383067,0.36163602504763404,-0.19000807929436014,0.130780614612253,0.036103070197131854,0.09467754441512113
1,20,0.4967141530112327,1.3101269368593322,2.4308875640887067,1.9552466914644566,2.4308875640887067,-0.6451197546051244,-1.1207606272293744,0.41617949778177593,1.2561043835475807,-0.8399248857658048
1,21,0.4967141530112327,1.644185920635246,1.3101269368593322,1.282790315126832,1.3101269368593322,0.361395605508414,0.3340589837759138,0.13060678368079318,0.11159540464139625,0.019011379039396925
1,22,0.4967141530112327,3.0212622718583493,1.644185920635246,1.4832257053923803,1.644185920635246,1.538036566465969,1.3770763512231032,2.365556479786427,1.8963392770979355,0.4692172026884913
1,23,0.4967141530112327,2.273645477016291,3.0212622718583493,2.3094715161262425,3.0212622718583493,-0.03582603910995141,-0.7476167948420582,0.0012835050783077681,0.5589308719299122,-0.5576473668516044
1,24,0.4967141530112327,3.4255450950350133,2.273645477016291,1.8609014392210073,2.273645477016291,1.564643655814006,1.1518996180187222,2.4481097696790175,1.326872729991678,1.1212370396873395
1,25,0.4967141530112327,-0.06770389405750388,3.4255450950350133,2.5520412100322405,3.4255450950350133,-2.6197451040897444,-3.493248989092517,6.863064410402186,12.202788499795894,-5.339724089393708
1,26,0.4967141530112327,1.2779943209519542,-0.06770389405750388,0.45609181657673037,-0.06770389405750388,0.8219025043752238,1.345698215009458,0.6755237266982649,1.8109036858796417,-1.135379959181377
1,27,0.4967141530112327,1.3505578138205765,1.2779943209519542,1.2635107455824053,1.2779943209519542,0.08704706823817121,0.07256349286862229,0.007577192088860835,0.005265460497294598,0.002311731591566237
1,28,0.4967141530112327,1.008041490837711,1.3505578138205765,1.3070488413035786,1.3505578138205765,-0.29900735046586746,-0.3425163229828654,0.0894053956326181,0.11731743150970256,-0.027912035877084462
1,29,0.4967141530112327,1.1932998240493617,1.008041490837711,1.1015390475138593,1.008041490837711,0.09176077653550241,0.18525833321165064,0.00842004011039841,0.03432065002435898,-0.025900609913960572
1,30,0.4967141530112327,-0.774874867160043,1.1932998240493617,1.2126940474408499,1.1932998240493617,-1.9875689146008928,-1.9681746912094047,3.950430190287771,3.8737116151172355,0.07671857517053571
1,31,0.4967141530112327,-0.18788265512230498,-0.774874867160043,0.03178923271520695,-0.774874867160043,-0.21967188783751193,0.586992212037738,0.048255738306096425,0.34455985699295677,-0.29630411868686035
1,32,0.4967141530112327,0.7410971314495961,-0.18788265512230498,0.3839845599378497,-0.18788265512230498,0.3571125715117464,0.9289797865719011,0.1275293887317322,0.8630034438591748,-0.7354740551274426
1,33,0.4967141530112327,2.4192664766225063,0.7410971314495961,0.9413724318809904,0.7410971314495961,1.4778940447415159,1.6781693451729103,2.1841708074824377,2.8162523510780746,-0.6320815435956368
1,34,0.4967141530112327,1.430003820711089,2.4192664766225063,1.9482740389847364,2.4192664766225063,-0.5182702182736474,-0.9892626559114173,0.2686040191494141,0.9786406023809111,-0.710036583231497
1,35,0.4967141530112327,0.5462228425446983,1.430003820711089,1.354716445437886,1.430003820711089,-0.8084936028931876,-0.8837809781663907,0.6536619059192074,0.7810688173687423,-0.12740691144953498
1,36,0.4967141530112327,0.32269081495351515,0.5462228425446983,0.8244478585380517,0.5462228425446983,-0.5017570435845365,-0.22353202759118318,0.2517601307866945,0.04996656735902548,0.20179356342766902
1,37,0.4967141530112327,1.6057307596854158,0.32269081495351515,0.6903286419833418,0.32269081495351515,0.915402117702074,1.2830399447319007,0.8379610370934418,1.646191499777639,-0.8082304626841972
1,38,0.4967141530112327,1.7889037184821666,1.6057307596854158,1.460152608822482,1.6057307596854158,0.32875110965968446,0.18317295879675077,0.10807729210247388,0.03355233283435616,0.07452495926811772
1,39,0.4967141530112327,1.0402961803334938,1.7889037184821666,1.5700563841005326,1.7889037184821666,-0.5297602037670388,-0.7486075381486728,0.28064587349529446,0.5604132461730166,-0.2797673726777221
1,40,0.4967141530112327,1.634159294324685,1.0402961803334938,1.1208918612113288,1.0402961803334938,0.5132674331133562,0.5938631139911912,0.2634434578947736,0.35267339815931453,-0.08922994026454095
