unit_id,country,time,target,lag_1_target,unit_code
FIRM0000,Simulated firm 0,2001,394.20589233841497,369.76240367882497,0
FIRM0000,Simulated firm 0,2002,199.75030347803155,394.20589233841497,0
FIRM0000,Simulated firm 0,2003,396.5732714189693,199.75030347803155,0
FIRM0000,Simulated firm 0,2004,345.76317273543293,396.5732714189693,0
FIRM0000,Simulated firm 0,2005,411.8798106618146,345.76317273543293,0
FIRM0000,Simulated firm 0,2006,258.5960942903924,411.8798106618146,0
FIRM0000,Simulated firm 0,2007,349.53419909920837,258.5960942903924,0
FIRM0000,Simulated firm 0,2008,291.6364774630215,349.53419909920837,0
FIRM0000,Simulated firm 0,2009,525.1814714879704,291.6364774630215,0
FIRM0000,Simulated firm 0,2010,585.1162910055517,525.1814714879704,0
FIRM0000,Simulated firm 0,2011,423.4791938746309,585.1162910055517,0
FIRM0000,Simulated firm 0,2012,423.4692930265692,423.4791938746309,0
FIRM0000,Simulated firm 0,2013,352.337659513448,423.4692930265692,0
FIRM0000,Simulated firm 0,2014,318.7403298676285,352.337659513448,0
FIRM0001,Simulated firm 1,2001,213.1591688992481,166.52176424530174,1
FIRM0001,Simulated firm 1,2002,269.72938268654605,213.1591688992481,1
FIRM0001,Simulated firm 1,2003,268.37777485895543,269.72938268654605,1
FIRM0001,Simulated firm 1,2004,219.85398679455923,268.37777485895543,1
FIRM0001,Simulated firm 1,2005,196.39579047284792,219.85398679455923,1
FIRM0001,Simulated firm 1,2006,262.1941803361625,196.39579047284792,1
FIRM0001,Simulated firm 1,2007,173.51648013320005,262.1941803361625,1
FIRM0001,Simulated firm 1,2008,164.93672005129426,173.51648013320005,1
FIRM0001,Simulated firm 1,2009,241.70169263657877,164.93672005129426,1
FIRM0001,Simulated firm 1,2010,260.31496218771963,241.70169263657877,1
FIRM0001,Simulated firm 1,2011,241.2403175973433,260.31496218771963,1
FIRM0001,Simulated firm 1,2012,247.93695352483653,241.2403175973433,1
FIRM0001,Simulated firm 1,2013,133.47208483868434,247.93695352483653,1
FIRM0001,Simulated firm 1,2014,259.15556113547376,133.47208483868434,1
