unit_id,country,time,target,lag_1_target,unit_code
SIM000,Simulated unit 0,1961,-0.5714615751635104,2.914151239263294,0
SIM000,Simulated unit 0,1962,2.7084766423212656,-0.5714615751635104,0
SIM000,Simulated unit 0,1963,5.246780134566401,2.7084766423212656,0
SIM000,Simulated unit 0,1964,-1.9050374852216683,5.246780134566401,0
SIM000,Simulated unit 0,1965,-4.249561011719955,-1.9050374852216683,0
SIM000,Simulated unit 0,1966,-1.3662153975301168,-4.249561011719955,0
SIM000,Simulated unit 0,1967,-0.9684570155488166,-1.3662153975301168,0
SIM000,Simulated unit 0,1968,0.16852231815784377,-0.9684570155488166,0
SIM000,Simulated unit 0,1969,-1.6580183918260336,0.16852231815784377,0
SIM000,Simulated unit 0,1970,2.4433828894928658,-1.6580183918260336,0
SIM000,Simulated unit 0,1971,4.599405539982564,2.4433828894928658,0
SIM000,Simulated unit 0,1972,3.757735416673187,4.599405539982564,0
SIM000,Simulated unit 0,1973,6.436364870908011,3.757735416673187,0
SIM000,Simulated unit 0,1974,6.064346949300943,6.436364870908011,0
SIM000,Simulated unit 0,1975,1.8607307809308513,6.064346949300943,0
SIM000,Simulated unit 0,1976,3.022690820806007,1.8607307809308513,0
SIM000,Simulated unit 0,1977,-0.26303331000339236,3.022690820806007,0
SIM000,Simulated unit 0,1978,3.2775309179197825,-0.26303331000339236,0
SIM000,Simulated unit 0,1979,2.6167408177931106,3.2775309179197825,0
SIM000,Simulated unit 0,1980,1.8154574000400845,2.6167408177931106,0
SIM000,Simulated unit 0,1981,-0.15351419318777348,1.8154574000400845,0
SIM000,Simulated unit 0,1982,4.375515500109427,-0.15351419318777348,0
SIM000,Simulated unit 0,1983,2.9617208538592497,4.375515500109427,0
SIM000,Simulated unit 0,1984,1.2920490458262284,2.9617208538592497,0
SIM000,Simulated unit 0,1985,0.5188287760310482,1.2920490458262284,0
SIM000,Simulated unit 0,1986,2.708224822278675,0.5188287760310482,0
SIM000,Simulated unit 0,1987,3.52126708645944,2.708224822278675,0
SIM000,Simulated unit 0,1988,4.150958086663629,3.52126708645944,0
SIM000,Simulated unit 0,1989,4.583037861021825,4.150958086663629,0
SIM000,Simulated unit 0,1990,9.974765519224478,4.583037861021825,0
SIM000,Simulated unit 0,1991,5.565614262380841,9.974765519224478,0
SIM000,Simulated unit 0,1992,2.6026403702138925,5.565614262380841,0
SIM000,Simulated unit 0,1993,-0.07973396261529775,2.6026403702138925,0
SIM000,Simulated unit 0,1994,2.600097890157308,-0.07973396261529775,0
SIM000,Simulated unit 0,1995,5.74697561225706,2.600097890157308,0
SIM000,Simulated unit 0,1996,3.906342994389611,5.74697561225706,0
SIM000,Simulated unit 0,1997,0.6233363657461823,3.906342994389611,0
SIM000,Simulated unit 0,1998,-1.2994418276260093,0.6233363657461823,0
SIM000,Simulated unit 0,1999,1.9721132668984978,-1.2994418276260093,0
SIM000,Simulated unit 0,2000,4.213030473749425,1.9721132668984978,0
SIM000,Simulated unit 0,2001,4.957281089165241,4.213030473749425,0
SIM000,Simulated unit 0,2002,1.7778395316330617,4.957281089165241,0
SIM000,Simulated unit 0,2003,2.563187688179996,1.7778395316330617,0
SIM000,Simulated unit 0,2004,2.6879700403301823,2.563187688179996,0
SIM000,Simulated unit 0,2005,3.068847814385148,2.6879700403301823,0
SIM000,Simulated unit 0,2006,5.255595022475658,3.068847814385148,0
SIM000,Simulated unit 0,2007,4.624143659809441,5.255595022475658,0
SIM000,Simulated unit 0,2008,5.611226885101349,4.624143659809441,0
SIM000,Simulated unit 0,2009,4.369473339527484,5.611226885101349,0
SIM000,Simulated unit 0,2010,4.289042199786443,4.369473339527484,0
SIM000,Simulated unit 0,2011,5.267289997387487,4.289042199786443,0
SIM000,Simulated unit 0,2012,-0.4110934611345076,5.267289997387487,0
SIM000,Simulated unit 0,2013,-0.4056697257526085,-0.4110934611345076,0
SIM000,Simulated unit 0,2014,-0.8545197983299516,-0.4056697257526085,0
SIM000,Simulated unit 0,2015,-1.6293454237279967,-0.8545197983299516,0
SIM000,Simulated unit 0,2016,-1.0030340079168492,-1.6293454237279967,0
SIM000,Simulated unit 0,2017,4.683003528953079,-1.0030340079168492,0
SIM000,Simulated unit 0,2018,1.012308770292118,4.683003528953079,0
SIM000,Simulated unit 0,2019,4.312220325949713,1.012308770292118,0
SIM001,Simulated unit 1,1961,-2.0338206788657733,-3.0486093148474147,1
SIM001,Simulated unit 1,1962,0.06796678799555295,-2.0338206788657733,1
SIM001,Simulated unit 1,1963,2.5994470668751664,0.06796678799555295,1
SIM001,Simulated unit 1,1964,4.493347979503665,2.5994470668751664,1
SIM001,Simulated unit 1,1965,5.876050493301975,4.493347979503665,1
SIM001,Simulated unit 1,1966,3.279455079235872,5.876050493301975,1
SIM001,Simulated unit 1,1967,1.3806176695478216,3.279455079235872,1
SIM001,Simulated unit 1,1968,4.202298245500154,1.3806176695478216,1
SIM001,Simulated unit 1,1969,2.747465972655248,4.202298245500154,1
SIM001,Simulated unit 1,1970,-1.3785793864206166,2.747465972655248,1
SIM001,Simulated unit 1,1971,-3.4270092738628115,-1.3785793864206166,1
SIM001,Simulated unit 1,1972,-4.014562422322521,-3.4270092738628115,1
