unit_id,country,time,target,lag_1_target,unit_code
ABW,Aruba,1988,18.6486486682331,16.0784313755902,0
ABW,Aruba,1989,12.1298405451924,18.6486486682331,0
ABW,Aruba,1990,3.96140172360629,12.1298405451924,0
ABW,Aruba,1991,7.96287173232642,3.96140172360629,0
ABW,Aruba,1992,5.88235395341866,7.96287173232642,0
ABW,Aruba,1993,7.30769324531406,5.88235395341866,0
ABW,Aruba,1994,8.20390129312089,7.30769324531406,0
ABW,Aruba,1995,2.54714368704694,8.20390129312089,0
ABW,Aruba,1996,1.18578851134656,2.54714368704694,0
ABW,Aruba,1997,7.04687499241221,1.18578851134656,0
ABW,Aruba,1998,1.99198444906199,7.04687499241221,0
ABW,Aruba,1999,1.2380418420716,1.99198444906199,0
ABW,Aruba,2000,7.62292064930222,1.2380418420716,0
ABW,Aruba,2001,4.1820016304779,7.62292064930222,0
ABW,Aruba,2002,-0.944953481157384,4.1820016304779,0
ABW,Aruba,2003,1.11050459944282,-0.944953481157384,0
ABW,Aruba,2004,7.29372807096192,1.11050459944282,0
ABW,Aruba,2005,-0.383137672063768,7.29372807096192,0
ABW,Aruba,2006,1.12741146411624,-0.383137672063768,0
ABW,Aruba,2007,3.0895443848509,1.12741146411624,0
ABW,Aruba,2008,1.83575517191368,3.0895443848509,0
ABW,Aruba,2009,-11.6777413693852,1.83575517191368,0
ABW,Aruba,2010,-2.73345679250639,-11.6777413693852,0
ABW,Aruba,2011,3.36923718421511,-2.73345679250639,0
ABW,Aruba,2012,-1.04079988436683,3.36923718421511,0
ABW,Aruba,2013,6.43146080719245,-1.04079988436683,0
ABW,Aruba,2014,1.42609951155575,6.43146080719245,0
ABW,Aruba,2015,3.61147906591042,1.42609951155575,0
ABW,Aruba,2016,1.23433537363427,3.61147906591042,0
ABW,Aruba,2017,3.49342985290626,1.23433537363427,0
ABW,Aruba,2018,3.21247111920076,3.49342985290626,0
ABW,Aruba,2019,1.22914408896015,3.21247111920076,0
ABW,Aruba,2020,-23.9400592677491,1.22914408896015,0
ABW,Aruba,2021,14.833691976226,-23.9400592677491,0
ABW,Aruba,2022,10.6079607621246,14.833691976226,0
ABW,Aruba,2023,9.51636022347185,10.6079607621246,0
ABW,Aruba,2024,6.81077669324554,9.51636022347185,0
AFE,Africa Eastern and Southern,1962,7.93708948676768,0.41860451835916,1
AFE,Africa Eastern and Southern,1963,5.62431712054723,7.93708948676768,1
AFE,Africa Eastern and Southern,1964,4.65034924527725,5.62431712054723,1
AFE,Africa Eastern and Southern,1965,5.138153215239,4.65034924527725,1
AFE,Africa Eastern and Southern,1966,4.82756767784397,5.138153215239,1
AFE,Africa Eastern and Southern,1967,5.33880331784027,4.82756767784397,1
AFE,Africa Eastern and Southern,1968,4.15649742655941,5.33880331784027,1
AFE,Africa Eastern and Southern,1969,5.12135779343974,4.15649742655941,1
AFE,Africa Eastern and Southern,1970,1.11234142508951,5.12135779343974,1
AFE,Africa Eastern and Southern,1971,5.48247760607643,1.11234142508951,1
AFE,Africa Eastern and Southern,1972,2.76374937457366,5.48247760607643,1
AFE,Africa Eastern and Southern,1973,4.62105406419764,2.76374937457366,1
AFE,Africa Eastern and Southern,1974,5.47247004654849,4.62105406419764,1
AFE,Africa Eastern and Southern,1975,1.37469522218557,5.47247004654849,1
AFE,Africa Eastern and Southern,1976,2.34867766181208,1.37469522218557,1
AFE,Africa Eastern and Southern,1977,1.11007613124904,2.34867766181208,1
AFE,Africa Eastern and Southern,1978,1.48045000267132,1.11007613124904,1
AFE,Africa Eastern and Southern,1979,2.92751618674596,1.48045000267132,1
AFE,Africa Eastern and Southern,1980,5.45250926700712,2.92751618674596,1
AFE,Africa Eastern and Southern,1981,3.92855137810257,5.45250926700712,1
AFE,Africa Eastern and Southern,1982,0.308733173926257,3.92855137810257,1
AFE,Africa Eastern and Southern,1983,0.0633095443900231,0.308733173926257,1
AFE,Africa Eastern and Southern,1984,3.40599898666069,0.0633095443900231,1
AFE,Africa Eastern and Southern,1985,-0.0862674739278333,3.40599898666069,1
AFE,Africa Eastern and Southern,1986,2.2708784691378,-0.0862674739278333,1
AFE,Africa Eastern and Southern,1987,3.93860604146059,2.2708784691378,1
AFE,Africa Eastern and Southern,1988,4.28630735073526,3.93860604146059,1
AFE,Africa Eastern and Southern,1989,2.66612019046222,4.28630735073526,1
AFE,Africa Eastern and Southern,1990,0.121248110193363,2.66612019046222,1
AFE,Africa Eastern and Southern,1991,-0.106083603567996,0.121248110193363,1
AFE,Africa Eastern and Southern,1992,-2.39599725303886,-0.106083603567996,1
AFE,Africa Eastern and Southern,1993,-0.838998142673731,-2.39599725303886,1
AFE,Africa Eastern and Southern,1994,1.92196003289237,-0.838998142673731,1
AFE,Africa Eastern and Southern,1995,4.35392699130041,1.92196003289237,1
AFE,Africa Eastern and Southern,1996,5.49889632470644,4.35392699130041,1
AFE,Africa Eastern and Southern,1997,3.85634715778551,5.49889632470644,1
AFE,Africa Eastern and Southern,1998,1.77473731591628,3.85634715778551,1
AFE,Africa Eastern and Southern,1999,2.63412269430596,1.77473731591628,1
AFE,Africa Eastern and Southern,2000,3.18094735686691,2.63412269430596,1
AFE,Africa Eastern and Southern,2001,3.50334667089258,3.18094735686691,1
AFE,Africa Eastern and Southern,2002,3.91684750402439,3.50334667089258,1
AFE,Africa Eastern and Southern,2003,3.00926854844221,3.91684750402439,1
AFE,Africa Eastern and Southern,2004,5.63468233018918,3.00926854844221,1
AFE,Africa Eastern and Southern,2005,6.17372940633642,5.63468233018918,1
AFE,Africa Eastern and Southern,2006,6.6374603516137,6.17372940633642,1
AFE,Africa Eastern and Southern,2007,6.70236334242323,6.6374603516137,1
AFE,Africa Eastern and Southern,2008,4.4393342303769,6.70236334242323,1
AFE,Africa Eastern and Southern,2009,0.91891690275223,4.4393342303769,1
AFE,Africa Eastern and Southern,2010,5.33521275751254,0.91891690275223,1
AFE,Africa Eastern and Southern,2011,3.79124046178791,5.33521275751254,1
AFE,Africa Eastern and Southern,2012,1.88012979444004,3.79124046178791,1
AFE,Africa Eastern and Southern,2013,4.63400008423696,1.88012979444004,1
AFE,Africa Eastern and Southern,2014,3.91636174876319,4.63400008423696,1
AFE,Africa Eastern and Southern,2015,2.93390345864022,3.91636174876319,1
AFE,Africa Eastern and Southern,2016,2.2925005812875,2.93390345864022,1
AFE,Africa Eastern and Southern,2017,2.67886266771569,2.2925005812875,1
AFE,Africa Eastern and Southern,2018,2.70620741957582,2.67886266771569,1
AFE,Africa Eastern and Southern,2019,1.93559262617022,2.70620741957582,1
AFE,Africa Eastern and Southern,2020,-2.93076411386527,1.93559262617022,1
AFE,Africa Eastern and Southern,2021,4.45264295607002,-2.93076411386527,1
AFE,Africa Eastern and Southern,2022,3.66802914041513,4.45264295607002,1
AFE,Africa Eastern and Southern,2023,1.94138157772015,3.66802914041513,1
AFE,Africa Eastern and Southern,2024,2.78793146807502,1.94138157772015,1
AFE,Africa Eastern and Southern,2025,3.7430158719504,2.78793146807502,1
AFG,Afghanistan,2002,28.6000011706788,-9.4319740700862,2
AFG,Afghanistan,2003,8.83227780288267,28.6000011706788,2
AFG,Afghanistan,2004,1.41411799339429,8.83227780288267,2
AFG,Afghanistan,2005,11.2297148272859,1.41411799339429,2
AFG,Afghanistan,2006,5.35740324748592,11.2297148272859,2
AFG,Afghanistan,2007,13.8263195471281,5.35740324748592,2
AFG,Afghanistan,2008,3.92498381999467,13.8263195471281,2
AFG,Afghanistan,2009,21.3905283926492,3.92498381999467,2
AFG,Afghanistan,2010,14.3624414710737,21.3905283926492,2
AFG,Afghanistan,2011,0.426354776777345,14.3624414710737,2
